policy,env,spent,rounds,decide_seconds,nlpd,flux_dex,topm_regret
neyman,14,30.0,60,0.25330897595267743,3.836790492302068,0.22073937326638485,0.022007454056732812
neyman,14,60.0,120,0.5288529169047251,3.5476898296627204,0.1643628474074051,0.019911193590869777
neyman,14,90.0,180,0.8184413188428152,3.4352713918124618,0.1391800824815315,0.0
neyman,14,120.0,240,1.120808634761488,3.417407844412029,0.13346057729056782,0.0
predictive-variance,14,15.0,1,0.031058532011229545,4.441891591990462,0.41907583174204854,0.3942336818995184
predictive-variance,14,30.0,2,0.03217915800632909,4.405922341142561,0.4184938762548904,0.3942336818995184
predictive-variance,14,60.0,3,0.03326058998936787,4.3537708231733,0.4058930306136638,0.25109711116703537
predictive-variance,14,90.0,4,0.03428486199118197,4.312048625132353,0.4047738417065845,0.25109711116703537
predictive-variance,14,120.0,44,0.05693126789992675,3.7972731212718127,0.22682544304180685,-2.1940455109999836e-16
epistemic,14,15.0,1,0.028544356988277286,4.441891591990462,0.41907583174204854,0.3942336818995184
epistemic,14,30.0,2,0.029557492001913488,4.405922341142561,0.4184938762548904,0.3942336818995184
epistemic,14,60.0,3,0.0305706920044031,4.3537708231733,0.4058930306136638,0.25109711116703537
epistemic,14,90.0,4,0.03158699200139381,4.312048625132353,0.4047738417065845,0.25109711116703537
epistemic,14,120.0,44,0.053357350057922304,3.7972731212718127,0.22682544304180685,-2.1940455109999836e-16
thompson,14,15.0,1,0.016221086989389732,4.458981624970048,0.41311558274054483,0.3942336818995184
thompson,14,30.0,2,0.03181864900398068,4.436539665773556,0.3967745939646981,0.3942336818995184
thompson,14,60.0,3,0.048333780985558406,4.394817467732611,0.39562961093049337,0.3942336818995184
thompson,14,90.0,4,0.06468562799273059,4.3488057348178515,0.38745788087557576,0.3942336818995184
thompson,14,120.0,44,0.7194668188749347,3.996531467628529,0.2987148768805879,0.08046382512918757
uniform,14,15.0,3,5.7670113164931536e-06,4.39905369948586,0.412563492724564,0.3942336818995184
uniform,14,30.0,6,1.016599708236754e-05,4.338317406383272,0.40203262032384557,0.3942336818995184
uniform,14,60.0,12,1.676098327152431e-05,4.095382984064261,0.34585047670825264,0.24717902241929535
uniform,14,90.0,18,2.238599699921906e-05,3.9599012087813468,0.33377844144831587,0.24717902241929535
uniform,14,120.0,24,2.7624017093330622e-05,3.847894265038305,0.3123838022956523,0.22905090466125574
random,14,15.0,4,3.6040000850334764e-05,4.30865124062253,0.3778788015949275,0.29666667181307416
random,14,30.0,5,4.939199425280094e-05,4.287558437219523,0.36556015770351813,0.29666667181307416
random,14,60.0,10,8.032500045374036e-05,4.242171824961189,0.34794150812053726,0.29666667181307416
random,14,90.0,13,0.00010239201947115362,4.235902118805208,0.3447889818708917,0.29666667181307416
random,14,120.0,24,0.00016414700075984,4.09005629625579,0.27480408373829046,0.29666667181307427
eig@gamma-poisson,14,15.0,30,0.0938523480144795,4.185195813695874,0.2952121873687066,0.09756701008644414
eig@gamma-poisson,14,30.0,60,0.12562866206280887,3.81221512119949,0.20545031631005395,0.022007454056732812
eig@gamma-poisson,14,60.0,120,0.18478309514466673,3.594186103306557,0.15196541280360107,0.022007454056732812
eig@gamma-poisson,14,90.0,180,0.24484092410421,3.4706733439614954,0.1464151170450342,0.019911193590869777
eig@gamma-poisson,14,120.0,240,0.3065320650639478,3.45162188238443,0.146912951405686,0.0
eig@lognormal-poisson,14,15.0,30,34.29960147800739,4.149173856447833,0.2924038445042733,0.09756701008644414
eig@lognormal-poisson,14,30.0,60,34.97781241199118,3.7821446522781823,0.2122900616546258,0.022007454056732812
eig@lognormal-poisson,14,60.0,120,36.032281504099956,3.591472497261803,0.15783337955422508,0.019911193590869777
eig@lognormal-poisson,14,90.0,180,37.0448132941674,3.4343177202171975,0.13875781825845993,0.019911193590869777
eig@lognormal-poisson,14,120.0,240,37.95680498817819,3.386556409895482,0.11715336106793081,0.0
eig,15,15.0,30,1.9623461979208514,4.27808123846964,0.2899544050099526,0.09401456770262098
eig,15,30.0,60,2.320463501935592,3.9585441156297647,0.2187213391744633,0.02491870052480157
eig,15,60.0,120,2.9921640559332445,3.7664966450802804,0.15839728094103245,0.06522288187027436
eig,15,90.0,180,3.6333717688103206,3.5949838858383827,0.12571968747227777,-2.175260118553272e-16
eig,15,120.0,240,4.281526338745607,3.4951843411103756,0.10391021819345561,-2.175260118553272e-16
epig,15,15.0,30,9.316461450012866,4.27808123846964,0.2899544050099526,0.09401456770262098
epig,15,30.0,60,12.645945407974068,3.9585441156297647,0.2187213391744633,0.02491870052480157
epig,15,60.0,120,18.614046143047744,3.7664966450802804,0.15839728094103245,0.06522288187027436
epig,15,90.0,180,24.860454593086615,3.625148757360249,0.12926673171622288,-2.175260118553272e-16
epig,15,120.0,240,30.637197974079754,3.4951843411103756,0.10391021819345561,-2.175260118553272e-16
maxent,15,15.0,30,1.436399940866977,4.38436755433212,0.35447018429281774,0.24730990387949064
maxent,15,30.0,60,1.6720845319214277,4.386036424186654,0.35447704389039,0.24730990387949064
maxent,15,60.0,120,2.1529175500618294,4.381749127881601,0.35446994706398716,0.24730990387949064
maxent,15,90.0,180,2.6222105421184096,4.381491364515049,0.35446999668151413,0.24730990387949064
maxent,15,120.0,240,3.0909251979901455,4.3827504739774845,0.35447114886382125,0.24730990387949064
d-optimality,15,15.0,30,0.04141641204478219,4.311054548498102,0.2757931431510149,0.47257967118963956
d-optimality,15,30.0,60,0.0549529020790942,3.929506001963631,0.19446592389761103,0.08360892369367863
d-optimality,15,60.0,120,0.0810414970619604,3.7072302946296922,0.15212160237536887,0.06085808161556521
d-optimality,15,90.0,180,0.11167733796173707,3.5833145682542926,0.11639034966600917,-2.175260118553272e-16
d-optimality,15,120.0,240,0.14335216593462974,3.505389978814726,0.10680728225649416,-2.175260118553272e-16
neyman,15,15.0,30,0.11602321406826377,4.252120222049059,0.28500956320670906,0.09401456770262098
neyman,15,30.0,60,0.2237421660684049,3.919508260512585,0.19577957241514307,0.0
neyman,15,60.0,120,0.44782614111318253,3.8080851434345298,0.1671998468251102,0.060858081615565315
neyman,15,90.0,180,0.6825275590526871,3.647760982393985,0.14727308146172344,0.0
neyman,15,120.0,240,0.9225361149583478,3.5208940017639754,0.11252981714441311,-2.175260118553272e-16
predictive-variance,15,15.0,1,0.024959016998764127,4.601296141322061,0.38427959467190187,0.43312579548733376
predictive-variance,15,30.0,2,0.025846535980235785,4.564252492067237,0.38309399972891905,0.43312579548733376
predictive-variance,15,60.0,3,0.026709269965067506,4.527354423985778,0.38190472421194377,0.43312579548733376
predictive-variance,15,90.0,4,0.02758451394038275,4.507654931735296,0.3819035882008312,0.3337957842902396
predictive-variance,15,120.0,44,0.04678439497365616,4.022936504518852,0.23077011737714323,0.0227508420781131
epistemic,15,15.0,1,0.024798730009933934,4.601296141322061,0.38427959467190187,0.43312579548733376
epistemic,15,30.0,2,0.02566179502173327,4.564252492067237,0.38309399972891905,0.43312579548733376
epistemic,15,60.0,3,0.026529576018219814,4.527354423985778,0.38190472421194377,0.43312579548733376
epistemic,15,90.0,4,0.02740061201620847,4.507654931735296,0.3819035882008312,0.3337957842902396
epistemic,15,120.0,44,0.0462938750279136,4.022936504518852,0.23077011737714323,0.0227508420781131
thompson,15,15.0,1,0.01440613201702945,4.601296141322061,0.38427959467190187,0.43312579548733376
thompson,15,30.0,2,0.028108924016123638,4.55540093014847,0.37173326311290084,0.2749775177963384
thompson,15,60.0,3,0.04211103802663274,4.5096885348077835,0.3643358867794436,0.24278721158681113
thompson,15,90.0,4,0.05598874302813783,4.472383011224398,0.3624852879501865,0.24278721158681102
thompson,15,120.0,44,0.6233622529834975,4.099324852425182,0.27379130714243194,0.08520690132857382
uniform,15,15.0,3,5.311972927302122e-06,4.586290801353348,0.37740719533904266,0.43312579548733376
uniform,15,30.0,6,9.51197580434382e-06,4.528498365543352,0.37569921672153517,0.43312579548733376
uniform,15,60.0,12,1.4920951798558235e-05,4.274926697756826,0.34957185959008913,0.4637720048155923
uniform,15,90.0,18,1.9969011191278696e-05,4.050357206913001,0.3094348433459083,0.2866373434951618
uniform,15,120.0,24,2.4763954570516944e-05,3.9873631354695807,0.2926061423260094,0.29978463005581696
random,15,15.0,2,2.323498483747244e-05,4.570139472606733,0.3671021720838471,0.40545818157048613
random,15,30.0,5,4.338097642175853e-05,4.557262548874924,0.364330195522026,0.40545818157048613
random,15,60.0,7,6.16020115558058e-05,4.445979506136624,0.35187967834906103,0.3446625526466241
random,15,90.0,10,8.38440319057554e-05,4.368113120281698,0.34115866759319796,0.2690592068355083
random,15,120.0,20,0.00013140999362803996,4.193330653536216,0.3088230061176964,0.2690592068355082
eig@gamma-poisson,15,15.0,30,0.07880997497704811,4.334154184800533,0.29540314363420583,0.09401456770262098
eig@gamma-poisson,15,30.0,60,0.10480909096077085,4.037277060843971,0.22552876317879045,0.06250243955826955
eig@gamma-poisson,15,60.0,120,0.15371815892285667,3.726736260753858,0.14823257715486116,-2.175260118553272e-16
eig@gamma-poisson,15,90.0,180,0.20178276087972336,3.6896326414872482,0.1370467169486902,0.060858081615565315
eig@gamma-poisson,15,120.0,240,0.2527939368155785,3.5792997756629545,0.1162988073366266,0.0
eig@lognormal-poisson,15,15.0,30,30.869443464034703,4.306084060606603,0.2905227761516142,0.09401456770262098
eig@lognormal-poisson,15,30.0,60,31.443025573011255,3.9183380056649404,0.21206762164189427,0.02491870052480157
eig@lognormal-poisson,15,60.0,120,32.37953997403383,3.7029154084759432,0.1478899398211142,0.06085808161556521
eig@lognormal-poisson,15,90.0,180,33.270844973099884,3.589244176487579,0.11490191021309776,-2.175260118553272e-16
eig@lognormal-poisson,15,120.0,240,34.06356317305472,3.5139017120160125,0.10651563584921209,-2.175260118553272e-16
eig,16,15.0,30,1.7597747469262686,3.908380518489255,0.30600189726751675,0.07150747892801455
eig,16,30.0,60,2.0597751539899036,3.657290261587796,0.25527936728907086,0.009917750843596923
eig,16,60.0,120,2.667583172908053,3.4102007402358168,0.17438750777756334,0.009917750843596923
eig,16,90.0,180,3.229161885974463,3.281832815405075,0.1355384835973441,0.0
eig,16,120.0,240,3.7845555789826903,3.275055584611328,0.12893405429852708,0.0
epig,16,15.0,30,8.902632098033791,3.908380518489255,0.30600189726751675,0.07150747892801455
epig,16,30.0,60,12.071784239058616,3.657290261587796,0.25527936728907086,0.009917750843596923
epig,16,60.0,120,17.80304246491869,3.39215015390259,0.17308769105766342,0.009917750843596923
epig,16,90.0,180,23.480797155032633,3.279632472497905,0.13551868072324288,0.0
epig,16,120.0,240,28.87725121100084,3.2751103992396247,0.12979494049543583,0.0
maxent,16,15.0,30,1.4882082570693456,3.938734124551678,0.4200642087888077,0.09867879776980634
maxent,16,30.0,60,1.7343951658986043,3.942702513043147,0.42008425852133285,0.09867879776980634
maxent,16,60.0,120,2.2134508997551166,3.9345482031404297,0.42005448729912176,0.09867879776980634
maxent,16,90.0,180,2.696261361677898,3.9341768945631963,0.4200536222964538,0.09867879776980634
maxent,16,120.0,240,3.164393468905473,3.934497922405774,0.42005471044222753,0.09867879776980634
d-optimality,16,15.0,30,0.03858632201445289,3.8988687274165343,0.3123707689231978,0.2435093138348909
d-optimality,16,30.0,60,0.052977971063228324,3.6877638267654937,0.24674854285980424,0.009917750843596923
d-optimality,16,60.0,120,0.07992049006861635,3.4303709149978494,0.17674517295543662,0.009917750843596923
d-optimality,16,90.0,180,0.11022759508341551,3.2778740039258536,0.13408897830200836,0.0
d-optimality,16,120.0,240,0.13932420610217378,3.25287805598364,0.12468705866295159,0.0
neyman,16,15.0,30,0.12905242000124417,3.8626237035067774,0.302577896230916,0.09867879776980634
neyman,16,30.0,60,0.24055505701107904,3.6767875133675836,0.25266531728518216,0.06041777286445892
neyman,16,60.0,120,0.46422099409392104,3.3957027030061844,0.17259764213842876,0.009917750843596923
neyman,16,90.0,180,0.6863839741272386,3.3219843088561567,0.15255735602481008,0.0
neyman,16,120.0,240,0.9131503731769044,3.2755293021350425,0.13730211312221324,0.0
predictive-variance,16,15.0,1,0.025169832981191576,4.033884249430691,0.44254694578612047,0.2435093138348909
predictive-variance,16,30.0,2,0.02604757499648258,4.004264979047438,0.4420512895697967,0.2435093138348909
predictive-variance,16,60.0,3,0.026924817997496575,3.9784062616599645,0.4397747628766704,0.272232138483015
predictive-variance,16,90.0,4,0.027793882007244974,3.9311489747625536,0.4375056969011658,0.272232138483015
predictive-variance,16,120.0,44,0.047264319902751595,3.65083138470246,0.26952117877369947,0.061969278670791064
epistemic,16,15.0,1,0.025782473996514454,4.033884249430691,0.44254694578612047,0.2435093138348909
epistemic,16,30.0,2,0.026652683998690918,4.004264979047438,0.4420512895697967,0.2435093138348909
epistemic,16,60.0,3,0.027533982996828854,3.9784062616599645,0.4397747628766704,0.272232138483015
epistemic,16,90.0,4,0.028478752996306866,3.9311489747625536,0.4375056969011658,0.272232138483015
epistemic,16,120.0,44,0.04782968814834021,3.65083138470246,0.26952117877369947,0.061969278670791064
thompson,16,15.0,1,0.015163235977524891,4.058713992212905,0.44320822511362445,0.2435093138348909
thompson,16,30.0,2,0.02932627798873,4.011456705315494,0.44095682732679425,0.2435093138348909
thompson,16,60.0,3,0.04276829899754375,3.990873284707264,0.4338852921869255,0.2435093138348909
thompson,16,90.0,4,0.05630620601004921,3.964754817778202,0.4209014291820459,0.2435093138348909
thompson,16,120.0,44,0.6135680450825021,3.840209609169064,0.35761498249252743,0.09093482765087872
uniform,16,15.0,3,5.087058525532484e-06,3.983721142388807,0.4315574863749876,0.2435093138348909
uniform,16,30.0,6,9.90706030279398e-06,3.9564116431783756,0.4274331543989897,0.2435093138348909
uniform,16,60.0,12,1.7075013602152467e-05,3.825484949239112,0.3847872767239128,0.272232138483015
uniform,16,90.0,18,2.3389002308249474e-05,3.6821109949718944,0.3691826999139353,0.272232138483015
uniform,16,120.0,24,2.9224000172689557e-05,3.6504261385764383,0.35042778999040114,0.14543799494361417
random,16,15.0,3,2.8344016754999757e-05,3.9857074581271994,0.40962790241224706,0.2435093138348909
random,16,30.0,3,2.8344016754999757e-05,3.9857074581271994,0.40962790241224706,0.2435093138348909
random,16,60.0,4,3.983601345680654e-05,3.9438988580362264,0.4079528277347148,0.09093482765087886
random,16,90.0,6,5.4800009820610285e-05,3.919951637064745,0.4020878059605009,0.09093482765087886
random,16,120.0,16,0.00010269603808410466,3.8490352768880083,0.3687522519950373,0.10717697003826675
eig@gamma-poisson,16,15.0,30,0.07960741312126629,4.002977756818681,0.31801407082105476,0.07150747892801455
eig@gamma-poisson,16,30.0,60,0.10888584717758931,3.7451420737698284,0.2573071771741648,0.06677076678620614
eig@gamma-poisson,16,60.0,120,0.1593124142382294,3.507217878228929,0.18163775834549475,0.009917750843596923
eig@gamma-poisson,16,90.0,180,0.2083132252737414,3.4041533051569774,0.1616239604390886,0.009917750843596923
eig@gamma-poisson,16,120.0,240,0.2564843913714867,3.295444793932789,0.13697535594750573,0.0
eig@lognormal-poisson,16,15.0,30,30.6890348069428,3.96335155593733,0.30647588617571697,0.07150747892801455
eig@lognormal-poisson,16,30.0,60,31.270099719869904,3.6848765324678676,0.2568536016840294,0.009917750843596923
eig@lognormal-poisson,16,60.0,120,32.18541199481115,3.4696281646484515,0.18194492810818252,0.009917750843596923
eig@lognormal-poisson,16,90.0,180,33.01131605976843,3.354785606006864,0.14711924988580286,0.0
eig@lognormal-poisson,16,120.0,240,33.75947844571783,3.287491311147839,0.12810936658139604,0.0
eig,17,15.0,30,1.7700838909076992,3.904921696256191,0.2970682227098382,0.033679877671612055
eig,17,30.0,60,2.076682158833137,3.631376545663168,0.21129366702265784,1.183867441080062e-16
eig,17,60.0,120,2.676170684018871,3.4923394851096865,0.1677664994623265,0.0
eig,17,90.0,180,3.2474097891245037,3.435397920392911,0.15256380353537774,0.0
eig,17,120.0,240,3.8052704510919284,3.344363418536575,0.1332271062995792,1.183867441080062e-16
epig,17,15.0,30,8.982195032032905,3.904921696256191,0.2970682227098382,0.033679877671612055
epig,17,30.0,60,12.20444054910331,3.631376545663168,0.21129366702265784,1.183867441080062e-16
epig,17,60.0,120,18.929119085049024,3.5056871416614803,0.1681323792442443,0.0
epig,17,90.0,180,25.68343746114988,3.435397920392911,0.15256380353537774,0.0
epig,17,120.0,240,31.20275344303809,3.337533915656611,0.1338429178461463,0.0
maxent,17,15.0,30,1.4588792769645806,4.174337983482807,0.4401867380203878,0.26090094307989464
maxent,17,30.0,60,1.6877801979426295,4.180279989414142,0.4402054525840821,0.26090094307989464
maxent,17,60.0,120,2.1364690428890754,4.177832509282964,0.440195513314868,0.26090094307989464
maxent,17,90.0,180,2.5856447358382866,4.174747933003479,0.4401866059130918,0.26090094307989464
maxent,17,120.0,240,3.0330856178479735,4.190403136756627,0.44042884143628935,0.26090094307989464
d-optimality,17,15.0,30,0.039565199956996366,3.896317638725899,0.2600116960792756,0.25211027715910583
d-optimality,17,30.0,60,0.05357750199618749,3.6294015813805953,0.20132332288410082,1.183867441080062e-16
d-optimality,17,60.0,120,0.08144049209658988,3.480822653707724,0.16637166880517046,0.0
d-optimality,17,90.0,180,0.11412286807899363,3.425553946229473,0.14625528254943018,0.0
d-optimality,17,120.0,240,0.14552126618218608,3.358077992862698,0.1371900096269651,1.183867441080062e-16
neyman,17,15.0,30,0.1221801960200537,3.904921696256191,0.2970682227098382,0.033679877671612055
neyman,17,30.0,60,0.2315731619601138,3.6360020714723515,0.20166058571694273,1.183867441080062e-16
neyman,17,60.0,120,0.4656215699505992,3.5415949762615333,0.18327457748764192,0.0
neyman,17,90.0,180,0.7247401880740654,3.4039512097367606,0.1587799469957194,0.0
neyman,17,120.0,240,0.9807255269552115,3.3150237661600523,0.1480735748680477,1.183867441080062e-16
predictive-variance,17,15.0,1,0.02528534599696286,4.293647444979821,0.45821043102257347,0.37479734466423215
predictive-variance,17,30.0,2,0.02615762100322172,4.235500369637305,0.4462028086968748,0.2534215335118054
predictive-variance,17,60.0,3,0.027036415005568415,4.190960767546077,0.43896635261726896,0.2687647323691629
predictive-variance,17,90.0,4,0.02792865500668995,4.155033991201829,0.4380198195179693,0.2687647323691629
predictive-variance,17,120.0,44,0.047940524003934115,3.6292257336053204,0.2151742113952188,1.183867441080062e-16
epistemic,17,15.0,1,0.024794652999844402,4.293647444979821,0.45821043102257347,0.37479734466423215
epistemic,17,30.0,2,0.025655881996499375,4.235500369637305,0.4462028086968748,0.2534215335118054
epistemic,17,60.0,3,0.02651641602278687,4.190960767546077,0.43896635261726896,0.2687647323691629
epistemic,17,90.0,4,0.02738526201574132,4.155033991201829,0.4380198195179693,0.2687647323691629
epistemic,17,120.0,44,0.04684396390803158,3.6292257336053204,0.2151742113952188,1.183867441080062e-16
thompson,17,15.0,1,0.01424829798634164,4.30392491883469,0.4623494982280352,0.444219079779619
thompson,17,30.0,2,0.028369872976327315,4.259385316743462,0.45536970776814367,0.3669249747266585
thompson,17,60.0,3,0.04236810197471641,4.217712396688866,0.45430991149174055,0.33032267819528144
thompson,17,90.0,4,0.05584501998964697,4.205269760963513,0.4495479598924986,0.33032267819528144
thompson,17,120.0,44,0.612038994935574,3.9505874204442204,0.36778122776181243,0.21593538855133246
uniform,17,15.0,3,4.813045961782336e-06,4.238243441430135,0.4467160607627139,0.37479734466423215
uniform,17,30.0,6,8.381059160456061e-06,4.166260383287345,0.4305450432967459,0.2534215335118054
uniform,17,60.0,12,1.482004881836474e-05,3.9103010469649604,0.370224522840886,0.18225551087972064
uniform,17,90.0,18,1.9354047253727913e-05,3.7438148759156484,0.34199457164033586,0.20545533460154763
uniform,17,120.0,24,2.3838074412196875e-05,3.5940780116956894,0.3020735211421412,0.11398145830200637
random,17,15.0,2,2.4533015675842762e-05,4.300863215964045,0.45831879199621794,0.444219079779619
random,17,30.0,2,2.4533015675842762e-05,4.300863215964045,0.45831879199621794,0.444219079779619
random,17,60.0,4,4.667899338528514e-05,4.266934417371538,0.44911596022654116,0.444219079779619
random,17,90.0,9,8.013896876946092e-05,4.236596376703442,0.4272315897881534,0.444219079779619
random,17,120.0,21,0.00013581497478298843,3.9925905055508566,0.3875403811967254,0.2728100498552329
eig@gamma-poisson,17,15.0,30,0.08307355706347153,3.9663919456250234,0.2998353715269293,0.033679877671612055
eig@gamma-poisson,17,30.0,60,0.10987378400750458,3.7405563805991147,0.2182925088426745,0.0
eig@gamma-poisson,17,60.0,120,0.16109536902513355,3.571484802550204,0.18542722626027525,0.0
eig@gamma-poisson,17,90.0,180,0.21128040010808036,3.5140989727294865,0.18260649158413567,0.0
eig@gamma-poisson,17,120.0,240,0.26580734105664305,3.477828065836718,0.18099126916263572,1.183867441080062e-16
eig@lognormal-poisson,17,15.0,30,31.312158706976334,3.9372357316887197,0.2942158808068966,0.033679877671612055
eig@lognormal-poisson,17,30.0,60,31.874936937063467,3.6729521039926474,0.21152627271874083,1.183867441080062e-16
eig@lognormal-poisson,17,60.0,120,32.811668145121075,3.522957016516674,0.17029618093588883,0.0
eig@lognormal-poisson,17,90.0,180,33.67484111714293,3.484879146759887,0.16240273002991584,0.0
eig@lognormal-poisson,17,120.0,240,34.46507033603848,3.3756341343493497,0.13893547209110516,1.183867441080062e-16
eig,18,15.0,30,1.7637766831030603,3.9462440688983484,0.2942916857848835,0.09851462867297907
eig,18,30.0,60,2.0783992510987446,3.7236211491419193,0.22071395252268222,0.0
eig,18,60.0,120,2.6727227331430186,3.4610694229948353,0.1553804715853637,0.0
eig,18,90.0,180,3.2432358111836948,3.447545403858142,0.13931862874171907,0.0
eig,18,120.0,240,3.7974011001060717,3.4140414225864877,0.13744990066773627,0.0
epig,18,15.0,30,10.146490859042387,3.9462440688983484,0.2942916857848835,0.09851462867297907
epig,18,30.0,60,13.525872903934214,3.7236211491419193,0.22071395252268222,0.0
epig,18,60.0,120,19.772904532030225,3.46550353548198,0.15558695822869628,0.0
epig,18,90.0,180,25.854673411056865,3.447545403858142,0.13931862874171907,0.0
epig,18,120.0,240,31.318991092091892,3.4140414225864877,0.13744990066773627,0.0
maxent,18,15.0,30,1.4848412580031436,4.119194707505277,0.3920515321164212,0.34455650197793036
maxent,18,30.0,60,1.7220749870175496,4.121875690033424,0.39206111111662134,0.34455650197793036
maxent,18,60.0,120,2.187417150125839,4.1196950367176095,0.39204950067839506,0.34455650197793036
maxent,18,90.0,180,2.6504951731767505,4.118549258675786,0.3920436082369169,0.34455650197793036
maxent,18,120.0,240,3.1226901310146786,4.118313094768884,0.39204205886440785,0.34455650197793036
d-optimality,18,15.0,30,0.039345218101516366,3.99703916755432,0.29954017923173687,0.36888731015189963
d-optimality,18,30.0,60,0.05337076511932537,3.7642447223485025,0.2180459140194343,0.08395077994643312
d-optimality,18,60.0,120,0.0802230350964237,3.4660955024149795,0.16108525168994905,0.0
d-optimality,18,90.0,180,0.11028811920550652,3.4400064084059614,0.137540651076685,0.0
d-optimality,18,120.0,240,0.13956711618811823,3.416029905024702,0.13559696255922732,0.0
neyman,18,15.0,30,0.12083788102609105,3.9462440688983484,0.2942916857848835,0.09851462867297907
neyman,18,30.0,60,0.2305433960573282,3.7473386220582454,0.2151615960767188,0.044245450971257136
neyman,18,60.0,120,0.4698232750524767,3.486478164990228,0.15364119743521473,0.0
neyman,18,90.0,180,0.6984269791573752,3.3833872641540546,0.13655783714200054,0.0
neyman,18,120.0,240,0.9293979090871289,3.2830881896691513,0.1256511312847406,0.0
predictive-variance,18,15.0,1,0.025328045012429357,4.21693215673384,0.42386879670788297,0.4333114968710441
predictive-variance,18,30.0,2,0.026190220029093325,4.202142852738006,0.423305705486786,0.38416206484744175
predictive-variance,18,60.0,3,0.027046622009947896,4.181145017988617,0.42334987593166545,0.38416206484744175
predictive-variance,18,90.0,4,0.027932708006119356,4.141567141745634,0.4214510969223176,0.38416206484744175
predictive-variance,18,120.0,44,0.04748291691066697,3.812191014245398,0.2434023119143016,0.10458375978556364
epistemic,18,15.0,1,0.025186443992424756,4.21693215673384,0.42386879670788297,0.4333114968710441
epistemic,18,30.0,2,0.02605474498705007,4.202142852738006,0.423305705486786,0.38416206484744175
epistemic,18,60.0,3,0.026934384979540482,4.181145017988617,0.42334987593166545,0.38416206484744175
epistemic,18,90.0,4,0.027811193955130875,4.141567141745634,0.4214510969223176,0.38416206484744175
epistemic,18,120.0,44,0.047116783971432596,3.812191014245398,0.2434023119143016,0.10458375978556364
thompson,18,15.0,1,0.013740339985815808,4.234911285256676,0.42700834625735434,0.44797511170325466
thompson,18,30.0,2,0.027537978981854394,4.215774213000838,0.42106351639882733,0.44797511170325466
thompson,18,60.0,3,0.041749181982595474,4.156727698576458,0.4072204272120684,0.4158125324780046
thompson,18,90.0,4,0.05540376796852797,4.148044485516301,0.4015079131525289,0.4158125324780046
thompson,18,120.0,44,0.6113831049879082,3.94968921993322,0.3292780224760751,0.24658702945761604
uniform,18,15.0,3,4.625995643436909e-06,4.180878424712609,0.41508883819766257,0.4333114968710441
uniform,18,30.0,6,8.636998245492578e-06,4.133687876940014,0.4124987857913735,0.38416206484744175
uniform,18,60.0,12,1.410400727763772e-05,3.9759028862818955,0.3809376496046547,0.38416206484744175
uniform,18,90.0,18,1.867199898697436e-05,3.796452919480497,0.37283536384674487,0.3909939086283716
uniform,18,120.0,24,2.3240980226546526e-05,3.6780191728231415,0.34629452456630383,0.2875752989030473
random,18,15.0,6,4.6760018449276686e-05,4.170399675762107,0.422504820784306,0.44797511170325466
random,18,30.0,9,6.88750296831131e-05,4.134094000744509,0.40757489960706816,0.44797511170325466
random,18,60.0,10,7.91370403021574e-05,4.114670509019807,0.3985142743995419,0.44797511170325466
random,18,90.0,17,0.00011386006372049451,4.050999188611752,0.3852356336129439,0.4700817101797266
random,18,120.0,22,0.00014315207954496145,3.957310169088609,0.3534085576346337,0.20402685094321935
eig@gamma-poisson,18,15.0,30,0.08012322991271503,4.032032239959815,0.29827993255748203,0.09851462867297907
eig@gamma-poisson,18,30.0,60,0.1063499279844109,3.781685954962416,0.2110819099168443,0.0
eig@gamma-poisson,18,60.0,120,0.1597269907942973,3.5863427592654737,0.18546094115971504,0.0
eig@gamma-poisson,18,90.0,180,0.20813653586083092,3.4464395448975815,0.15125341704048073,0.0
eig@gamma-poisson,18,120.0,240,0.2558788269816432,3.4527693600297678,0.14397096118481914,0.0
eig@lognormal-poisson,18,15.0,30,31.195460421877215,3.9647025284510904,0.28906910643097733,0.09851462867297907
eig@lognormal-poisson,18,30.0,60,31.75679087190656,3.7576733458500553,0.22082311517895978,0.0
eig@lognormal-poisson,18,60.0,120,32.6783463578613,3.481022860002963,0.16295211983758057,0.0
eig@lognormal-poisson,18,90.0,180,33.533608769852435,3.4584122636634835,0.14378568567664057,0.0
eig@lognormal-poisson,18,120.0,240,34.290682877996005,3.4324841964972617,0.13992205824159734,0.0
eig,19,15.0,30,1.7842259812168777,3.887380884316624,0.21896335780713186,0.1273948638871661
eig,19,30.0,60,2.0964770090940874,3.7506472747288306,0.19661608370862127,0.05664880230885669
eig,19,60.0,120,2.6888824950437993,3.511417533316148,0.14379960637470648,0.02578094514580213
eig,19,90.0,180,3.2669923368666787,3.4931324980352927,0.14845600141925125,0.0
eig,19,120.0,240,3.836187157983659,3.497113520383095,0.14841240201518674,0.022858115024345944
epig,19,15.0,30,9.104577586986125,3.887380884316624,0.21896335780713186,0.1273948638871661
epig,19,30.0,60,12.31016135000391,3.748220593577584,0.1940279707674863,0.05664880230885669
epig,19,60.0,120,18.253351970168296,3.511417533316148,0.14379960637470648,0.02578094514580213
epig,19,90.0,180,25.09225114824949,3.477668295010725,0.14571054628415395,0.0
epig,19,120.0,240,31.696590908191865,3.4918731334015742,0.1480407800647893,0.022858115024345944
maxent,19,15.0,30,1.7190855400695,4.128606661359576,0.33358859803996205,0.2800894568870775
