policy,env,source,flux_true,time_allocated
d-optimality,1,20,11.165899999999999,3.0
d-optimality,1,21,17.052,3.0
d-optimality,1,22,11.5075,3.0
d-optimality,1,23,3.1340500000000002,2.0
d-optimality,1,24,2.26457,2.5
d-optimality,1,25,4.38114,3.0
d-optimality,1,26,1.14199,2.0
d-optimality,1,27,25.5427,3.0
d-optimality,1,28,28.836699999999997,3.0
d-optimality,1,29,31.8852,3.0
d-optimality,1,30,7.48797,3.0
d-optimality,1,31,2.59399,2.5
d-optimality,1,32,7.34185,2.5
d-optimality,1,33,2.8333999999999997,2.0
d-optimality,1,34,9.15437,3.0
d-optimality,1,35,3.58615,3.0
d-optimality,1,36,9.168339999999999,3.0
d-optimality,1,37,1.2640799999999999,2.0
d-optimality,1,38,2.52084,2.0
d-optimality,1,39,7.75063,3.0
d-optimality,1,40,10.2089,3.0
d-optimality,1,41,1.7323199999999999,2.5
d-optimality,1,42,1.69916,1.5
d-optimality,1,43,2.62308,2.0
d-optimality,1,44,2.35986,2.0
d-optimality,1,45,40.3706,3.0
d-optimality,1,46,2.8673200000000003,2.0
d-optimality,1,47,6.76722,3.0
neyman,1,0,28.5706,5.0
neyman,1,1,1.5359900000000002,1.5
neyman,1,2,3.40753,1.5
neyman,1,3,4.30819,1.5
neyman,1,4,44.307100000000005,6.0
neyman,1,5,5.339799999999999,2.0
neyman,1,6,22.3683,4.0
neyman,1,7,7.147,2.5
neyman,1,8,1.37528,1.5
neyman,1,9,14.8422,3.0
neyman,1,10,10.6847,2.5
neyman,1,11,3.65477,2.5
neyman,1,12,5.16789,1.5
neyman,1,13,1.7768700000000002,1.0
neyman,1,14,12.0998,2.5
neyman,1,15,15.6086,3.0
neyman,1,16,1.5671899999999999,1.0
neyman,1,17,1.53788,1.5
neyman,1,18,3.00805,2.0
neyman,1,19,5.931369999999999,2.0
neyman,1,20,11.165899999999999,3.5
neyman,1,21,17.052,4.0
neyman,1,22,11.5075,3.5
neyman,1,23,3.1340500000000002,1.5
neyman,1,24,2.26457,1.5
neyman,1,25,4.38114,2.0
neyman,1,26,1.14199,1.5
neyman,1,27,25.5427,4.5
neyman,1,28,28.836699999999997,4.5
neyman,1,29,31.8852,4.5
neyman,1,30,7.48797,3.0
neyman,1,31,2.59399,2.0
neyman,1,32,7.34185,2.0
neyman,1,33,2.8333999999999997,1.5
neyman,1,34,9.15437,3.5
neyman,1,35,3.58615,2.5
neyman,1,36,9.168339999999999,3.0
neyman,1,37,1.2640799999999999,1.5
neyman,1,38,2.52084,1.5
neyman,1,39,7.75063,2.5
neyman,1,40,10.2089,3.0
neyman,1,41,1.7323199999999999,1.5
neyman,1,42,1.69916,1.5
neyman,1,43,2.62308,1.5
neyman,1,44,2.35986,1.5
neyman,1,45,40.3706,5.5
neyman,1,46,2.8673200000000003,1.5
neyman,1,47,6.76722,2.0
predictive-variance,1,0,28.5706,25.0
predictive-variance,1,1,1.5359900000000002,0.5
predictive-variance,1,2,3.40753,0.5
predictive-variance,1,3,4.30819,0.0
predictive-variance,1,4,44.307100000000005,2.0
predictive-variance,1,5,5.339799999999999,25.0
predictive-variance,1,6,22.3683,0.5
predictive-variance,1,7,7.147,0.5
predictive-variance,1,8,1.37528,0.0
predictive-variance,1,9,14.8422,0.5
predictive-variance,1,10,10.6847,25.0
predictive-variance,1,11,3.65477,0.5
predictive-variance,1,12,5.16789,0.5
predictive-variance,1,13,1.7768700000000002,0.0
predictive-variance,1,14,12.0998,0.5
predictive-variance,1,15,15.6086,25.0
predictive-variance,1,16,1.5671899999999999,0.5
predictive-variance,1,17,1.53788,0.5
predictive-variance,1,18,3.00805,0.0
predictive-variance,1,19,5.931369999999999,0.5
predictive-variance,1,20,11.165899999999999,0.5
predictive-variance,1,21,17.052,0.5
predictive-variance,1,22,11.5075,0.5
predictive-variance,1,23,3.1340500000000002,0.0
predictive-variance,1,24,2.26457,0.5
predictive-variance,1,25,4.38114,0.5
predictive-variance,1,26,1.14199,0.5
predictive-variance,1,27,25.5427,1.0
predictive-variance,1,28,28.836699999999997,0.0
predictive-variance,1,29,31.8852,0.5
predictive-variance,1,30,7.48797,0.5
predictive-variance,1,31,2.59399,0.5
predictive-variance,1,32,7.34185,0.5
predictive-variance,1,33,2.8333999999999997,0.0
predictive-variance,1,34,9.15437,0.5
predictive-variance,1,35,3.58615,0.5
predictive-variance,1,36,9.168339999999999,0.5
predictive-variance,1,37,1.2640799999999999,0.5
predictive-variance,1,38,2.52084,0.0
predictive-variance,1,39,7.75063,0.5
predictive-variance,1,40,10.2089,0.5
predictive-variance,1,41,1.7323199999999999,0.5
predictive-variance,1,42,1.69916,0.5
predictive-variance,1,43,2.62308,0.0
predictive-variance,1,44,2.35986,0.5
predictive-variance,1,45,40.3706,1.0
predictive-variance,1,46,2.8673200000000003,0.5
predictive-variance,1,47,6.76722,0.5
epistemic,1,0,28.5706,25.0
epistemic,1,1,1.5359900000000002,0.5
epistemic,1,2,3.40753,0.5
epistemic,1,3,4.30819,0.0
epistemic,1,4,44.307100000000005,2.0
epistemic,1,5,5.339799999999999,25.0
epistemic,1,6,22.3683,0.5
epistemic,1,7,7.147,0.5
epistemic,1,8,1.37528,0.0
epistemic,1,9,14.8422,0.5
epistemic,1,10,10.6847,25.0
epistemic,1,11,3.65477,0.5
epistemic,1,12,5.16789,0.5
epistemic,1,13,1.7768700000000002,0.0
epistemic,1,14,12.0998,0.5
epistemic,1,15,15.6086,25.0
epistemic,1,16,1.5671899999999999,0.5
epistemic,1,17,1.53788,0.5
epistemic,1,18,3.00805,0.0
epistemic,1,19,5.931369999999999,0.5
epistemic,1,20,11.165899999999999,0.5
epistemic,1,21,17.052,0.5
epistemic,1,22,11.5075,0.5
epistemic,1,23,3.1340500000000002,0.0
epistemic,1,24,2.26457,0.5
epistemic,1,25,4.38114,0.5
epistemic,1,26,1.14199,0.5
epistemic,1,27,25.5427,1.0
epistemic,1,28,28.836699999999997,0.0
epistemic,1,29,31.8852,0.5
epistemic,1,30,7.48797,0.5
epistemic,1,31,2.59399,0.5
epistemic,1,32,7.34185,0.5
epistemic,1,33,2.8333999999999997,0.0
epistemic,1,34,9.15437,0.5
epistemic,1,35,3.58615,0.5
epistemic,1,36,9.168339999999999,0.5
epistemic,1,37,1.2640799999999999,0.5
epistemic,1,38,2.52084,0.0
epistemic,1,39,7.75063,0.5
epistemic,1,40,10.2089,0.5
epistemic,1,41,1.7323199999999999,0.5
epistemic,1,42,1.69916,0.5
epistemic,1,43,2.62308,0.0
epistemic,1,44,2.35986,0.5
epistemic,1,45,40.3706,1.0
epistemic,1,46,2.8673200000000003,0.5
epistemic,1,47,6.76722,0.5
thompson,1,0,28.5706,3.5
thompson,1,1,1.5359900000000002,0.0
thompson,1,2,3.40753,0.0
thompson,1,3,4.30819,0.0
thompson,1,4,44.307100000000005,0.0
thompson,1,5,5.339799999999999,0.5
thompson,1,6,22.3683,0.5
thompson,1,7,7.147,0.0
thompson,1,8,1.37528,0.0
thompson,1,9,14.8422,25.0
thompson,1,10,10.6847,0.5
thompson,1,11,3.65477,25.0
thompson,1,12,5.16789,0.0
thompson,1,13,1.7768700000000002,0.0
thompson,1,14,12.0998,25.0
thompson,1,15,15.6086,0.5
thompson,1,16,1.5671899999999999,0.0
thompson,1,17,1.53788,0.0
thompson,1,18,3.00805,0.0
thompson,1,19,5.931369999999999,0.5
thompson,1,20,11.165899999999999,0.5
thompson,1,21,17.052,0.0
thompson,1,22,11.5075,0.0
thompson,1,23,3.1340500000000002,0.0
thompson,1,24,2.26457,0.0
thompson,1,25,4.38114,0.5
thompson,1,26,1.14199,0.5
thompson,1,27,25.5427,0.0
thompson,1,28,28.836699999999997,0.0
thompson,1,29,31.8852,0.0
thompson,1,30,7.48797,0.5
thompson,1,31,2.59399,0.5
thompson,1,32,7.34185,0.0
thompson,1,33,2.8333999999999997,0.0
thompson,1,34,9.15437,0.5
thompson,1,35,3.58615,0.5
thompson,1,36,9.168339999999999,0.0
thompson,1,37,1.2640799999999999,0.0
thompson,1,38,2.52084,0.0
thompson,1,39,7.75063,0.5
thompson,1,40,10.2089,0.5
thompson,1,41,1.7323199999999999,25.0
thompson,1,42,1.69916,0.5
thompson,1,43,2.62308,0.0
thompson,1,44,2.35986,0.5
thompson,1,45,40.3706,7.5
thompson,1,46,2.8673200000000003,0.5
thompson,1,47,6.76722,0.5
uniform,1,0,28.5706,5.0
uniform,1,1,1.5359900000000002,5.0
uniform,1,2,3.40753,5.0
uniform,1,3,4.30819,5.0
uniform,1,4,44.307100000000005,5.0
uniform,1,5,5.339799999999999,5.0
uniform,1,6,22.3683,5.0
uniform,1,7,7.147,5.0
uniform,1,8,1.37528,5.0
uniform,1,9,14.8422,5.0
uniform,1,10,10.6847,5.0
uniform,1,11,3.65477,5.0
uniform,1,12,5.16789,5.0
uniform,1,13,1.7768700000000002,5.0
uniform,1,14,12.0998,5.0
uniform,1,15,15.6086,5.0
uniform,1,16,1.5671899999999999,5.0
uniform,1,17,1.53788,5.0
uniform,1,18,3.00805,5.0
uniform,1,19,5.931369999999999,5.0
uniform,1,20,11.165899999999999,5.0
uniform,1,21,17.052,5.0
uniform,1,22,11.5075,5.0
uniform,1,23,3.1340500000000002,5.0
uniform,1,24,2.26457,0.0
uniform,1,25,4.38114,0.0
uniform,1,26,1.14199,0.0
uniform,1,27,25.5427,0.0
uniform,1,28,28.836699999999997,0.0
uniform,1,29,31.8852,0.0
uniform,1,30,7.48797,0.0
uniform,1,31,2.59399,0.0
uniform,1,32,7.34185,0.0
uniform,1,33,2.8333999999999997,0.0
uniform,1,34,9.15437,0.0
uniform,1,35,3.58615,0.0
uniform,1,36,9.168339999999999,0.0
uniform,1,37,1.2640799999999999,0.0
uniform,1,38,2.52084,0.0
uniform,1,39,7.75063,0.0
uniform,1,40,10.2089,0.0
uniform,1,41,1.7323199999999999,0.0
uniform,1,42,1.69916,0.0
uniform,1,43,2.62308,0.0
uniform,1,44,2.35986,0.0
uniform,1,45,40.3706,0.0
uniform,1,46,2.8673200000000003,0.0
uniform,1,47,6.76722,0.0
random,1,0,28.5706,0.0
random,1,1,1.5359900000000002,0.0
random,1,2,3.40753,0.0
random,1,3,4.30819,0.5
random,1,4,44.307100000000005,0.0
random,1,5,5.339799999999999,0.0
random,1,6,22.3683,0.5
random,1,7,7.147,0.0
random,1,8,1.37528,0.0
random,1,9,14.8422,0.0
random,1,10,10.6847,5.0
random,1,11,3.65477,0.0
random,1,12,5.16789,0.0
random,1,13,1.7768700000000002,25.0
random,1,14,12.0998,0.0
random,1,15,15.6086,0.0
random,1,16,1.5671899999999999,0.0
random,1,17,1.53788,0.0
random,1,18,3.00805,0.0
random,1,19,5.931369999999999,0.0
random,1,20,11.165899999999999,0.0
random,1,21,17.052,0.0
random,1,22,11.5075,0.0
random,1,23,3.1340500000000002,0.0
random,1,24,2.26457,0.0
random,1,25,4.38114,0.0
random,1,26,1.14199,2.5
random,1,27,25.5427,10.0
random,1,28,28.836699999999997,25.0
random,1,29,31.8852,0.0
random,1,30,7.48797,0.5
random,1,31,2.59399,0.0
random,1,32,7.34185,0.0
random,1,33,2.8333999999999997,0.0
random,1,34,9.15437,0.0
random,1,35,3.58615,0.0
random,1,36,9.168339999999999,0.0
random,1,37,1.2640799999999999,0.0
random,1,38,2.52084,0.0
random,1,39,7.75063,0.0
random,1,40,10.2089,0.0
random,1,41,1.7323199999999999,0.0
random,1,42,1.69916,0.5
random,1,43,2.62308,0.0
random,1,44,2.35986,0.0
random,1,45,40.3706,0.0
random,1,46,2.8673200000000003,50.5
random,1,47,6.76722,0.0
eig@gamma-poisson,1,0,28.5706,3.0
eig@gamma-poisson,1,1,1.5359900000000002,2.5
eig@gamma-poisson,1,2,3.40753,2.5
eig@gamma-poisson,1,3,4.30819,2.0
eig@gamma-poisson,1,4,44.307100000000005,3.0
eig@gamma-poisson,1,5,5.339799999999999,2.5
eig@gamma-poisson,1,6,22.3683,3.0
eig@gamma-poisson,1,7,7.147,2.5
eig@gamma-poisson,1,8,1.37528,2.0
eig@gamma-poisson,1,9,14.8422,2.5
eig@gamma-poisson,1,10,10.6847,2.5
eig@gamma-poisson,1,11,3.65477,2.5
eig@gamma-poisson,1,12,5.16789,2.5
eig@gamma-poisson,1,13,1.7768700000000002,2.0
eig@gamma-poisson,1,14,12.0998,2.5
eig@gamma-poisson,1,15,15.6086,2.5
eig@gamma-poisson,1,16,1.5671899999999999,2.5
eig@gamma-poisson,1,17,1.53788,2.5
eig@gamma-poisson,1,18,3.00805,2.0
eig@gamma-poisson,1,19,5.931369999999999,2.5
eig@gamma-poisson,1,20,11.165899999999999,3.0
eig@gamma-poisson,1,21,17.052,3.0
eig@gamma-poisson,1,22,11.5075,2.5
eig@gamma-poisson,1,23,3.1340500000000002,2.0
eig@gamma-poisson,1,24,2.26457,2.5
eig@gamma-poisson,1,25,4.38114,2.5
eig@gamma-poisson,1,26,1.14199,2.5
eig@gamma-poisson,1,27,25.5427,2.5
eig@gamma-poisson,1,28,28.836699999999997,2.5
eig@gamma-poisson,1,29,31.8852,3.0
eig@gamma-poisson,1,30,7.48797,2.5
eig@gamma-poisson,1,31,2.59399,2.5
eig@gamma-poisson,1,32,7.34185,2.5
eig@gamma-poisson,1,33,2.8333999999999997,2.0
eig@gamma-poisson,1,34,9.15437,2.5
eig@gamma-poisson,1,35,3.58615,2.5
eig@gamma-poisson,1,36,9.168339999999999,3.0
eig@gamma-poisson,1,37,1.2640799999999999,2.5
eig@gamma-poisson,1,38,2.52084,2.0
eig@gamma-poisson,1,39,7.75063,2.5
eig@gamma-poisson,1,40,10.2089,2.5
eig@gamma-poisson,1,41,1.7323199999999999,2.5
eig@gamma-poisson,1,42,1.69916,2.5
eig@gamma-poisson,1,43,2.62308,2.0
eig@gamma-poisson,1,44,2.35986,2.5
eig@gamma-poisson,1,45,40.3706,3.0
eig@gamma-poisson,1,46,2.8673200000000003,2.5
eig@gamma-poisson,1,47,6.76722,2.5
eig@lognormal-poisson,1,0,28.5706,3.0
eig@lognormal-poisson,1,1,1.5359900000000002,2.0
eig@lognormal-poisson,1,2,3.40753,1.5
eig@lognormal-poisson,1,3,4.30819,2.0
eig@lognormal-poisson,1,4,44.307100000000005,3.0
eig@lognormal-poisson,1,5,5.339799999999999,2.5
eig@lognormal-poisson,1,6,22.3683,3.0
eig@lognormal-poisson,1,7,7.147,3.0
eig@lognormal-poisson,1,8,1.37528,2.0
eig@lognormal-poisson,1,9,14.8422,3.0
eig@lognormal-poisson,1,10,10.6847,2.5
eig@lognormal-poisson,1,11,3.65477,3.0
eig@lognormal-poisson,1,12,5.16789,2.5
eig@lognormal-poisson,1,13,1.7768700000000002,1.0
eig@lognormal-poisson,1,14,12.0998,3.0
eig@lognormal-poisson,1,15,15.6086,3.0
eig@lognormal-poisson,1,16,1.5671899999999999,2.0
eig@lognormal-poisson,1,17,1.53788,2.0
eig@lognormal-poisson,1,18,3.00805,2.0
eig@lognormal-poisson,1,19,5.931369999999999,2.5
eig@lognormal-poisson,1,20,11.165899999999999,3.0
eig@lognormal-poisson,1,21,17.052,3.0
eig@lognormal-poisson,1,22,11.5075,3.0
eig@lognormal-poisson,1,23,3.1340500000000002,2.0
eig@lognormal-poisson,1,24,2.26457,2.5
eig@lognormal-poisson,1,25,4.38114,2.5
eig@lognormal-poisson,1,26,1.14199,2.0
eig@lognormal-poisson,1,27,25.5427,3.0
eig@lognormal-poisson,1,28,28.836699999999997,3.0
eig@lognormal-poisson,1,29,31.8852,3.0
eig@lognormal-poisson,1,30,7.48797,3.0
eig@lognormal-poisson,1,31,2.59399,2.5
eig@lognormal-poisson,1,32,7.34185,2.5
eig@lognormal-poisson,1,33,2.8333999999999997,2.0
eig@lognormal-poisson,1,34,9.15437,3.0
eig@lognormal-poisson,1,35,3.58615,2.5
eig@lognormal-poisson,1,36,9.168339999999999,3.0
eig@lognormal-poisson,1,37,1.2640799999999999,2.0
eig@lognormal-poisson,1,38,2.52084,2.0
eig@lognormal-poisson,1,39,7.75063,3.0
eig@lognormal-poisson,1,40,10.2089,2.5
eig@lognormal-poisson,1,41,1.7323199999999999,2.5
eig@lognormal-poisson,1,42,1.69916,2.0
eig@lognormal-poisson,1,43,2.62308,2.0
eig@lognormal-poisson,1,44,2.35986,2.5
eig@lognormal-poisson,1,45,40.3706,3.0
eig@lognormal-poisson,1,46,2.8673200000000003,2.0
eig@lognormal-poisson,1,47,6.76722,2.5
eig,2,0,38.1584,3.0
eig,2,1,17.775299999999998,3.0
eig,2,2,2.52824,2.0
eig,2,3,5.53139,2.0
eig,2,4,1.33216,1.5
eig,2,5,39.785,3.0
eig,2,6,1.5359900000000002,2.0
eig,2,7,9.04223,3.0
eig,2,8,1.2452400000000001,1.0
eig,2,9,3.23552,3.0
eig,2,10,21.0791,3.0
eig,2,11,3.55778,2.5
eig,2,12,1.21212,2.0
eig,2,13,2.60703,1.5
eig,2,14,8.27191,3.0
eig,2,15,26.5834,3.0
eig,2,16,2.51335,2.5
eig,2,17,13.5034,3.0
eig,2,18,6.8005,3.0
eig,2,19,1.69232,2.5
eig,2,20,31.879,3.0
eig,2,21,1.59833,2.0
eig,2,22,6.9883299999999995,3.0
eig,2,23,2.60783,2.0
eig,2,24,14.3476,3.0
eig,2,25,31.8094,3.0
eig,2,26,4.20443,3.0
eig,2,27,18.2652,3.0
eig,2,28,1.86943,1.5
eig,2,29,6.322,2.5
eig,2,30,10.2089,3.0
eig,2,31,2.59358,2.5
eig,2,32,3.13044,2.0
eig,2,33,3.27461,1.5
eig,2,34,2.59743,3.0
eig,2,35,21.274900000000002,3.0
eig,2,36,19.0427,3.0
eig,2,37,2.5233999999999996,1.5
eig,2,38,4.964440000000001,3.0
eig,2,39,9.609280000000002,3.0
eig,2,40,28.0429,3.0
eig,2,41,1.9440899999999999,2.5
eig,2,42,5.3106100000000005,3.0
eig,2,43,2.10458,1.0
eig,2,44,3.08098,1.5
eig,2,45,23.2348,3.0
eig,2,46,5.778650000000001,3.0
eig,2,47,1.25891,2.0
epig,2,0,38.1584,3.0
epig,2,1,17.775299999999998,3.0
epig,2,2,2.52824,2.0
epig,2,3,5.53139,2.0
epig,2,4,1.33216,1.5
epig,2,5,39.785,3.0
epig,2,6,1.5359900000000002,2.0
epig,2,7,9.04223,3.0
epig,2,8,1.2452400000000001,1.0
epig,2,9,3.23552,3.0
epig,2,10,21.0791,3.0
epig,2,11,3.55778,2.5
epig,2,12,1.21212,2.0
epig,2,13,2.60703,1.5
epig,2,14,8.27191,3.0
epig,2,15,26.5834,3.0
epig,2,16,2.51335,2.5
epig,2,17,13.5034,3.0
epig,2,18,6.8005,3.0
epig,2,19,1.69232,2.5
epig,2,20,31.879,3.0
epig,2,21,1.59833,2.0
epig,2,22,6.9883299999999995,3.0
epig,2,23,2.60783,2.0
epig,2,24,14.3476,3.0
epig,2,25,31.8094,3.0
epig,2,26,4.20443,2.5
epig,2,27,18.2652,3.0
epig,2,28,1.86943,1.5
epig,2,29,6.322,2.5
epig,2,30,10.2089,3.0
epig,2,31,2.59358,2.5
epig,2,32,3.13044,2.0
epig,2,33,3.27461,1.5
epig,2,34,2.59743,3.0
epig,2,35,21.274900000000002,3.0
epig,2,36,19.0427,3.5
epig,2,37,2.5233999999999996,1.5
epig,2,38,4.964440000000001,3.0
epig,2,39,9.609280000000002,3.0
epig,2,40,28.0429,3.0
epig,2,41,1.9440899999999999,2.5
epig,2,42,5.3106100000000005,3.0
epig,2,43,2.10458,1.0
epig,2,44,3.08098,1.5
epig,2,45,23.2348,3.0
epig,2,46,5.778650000000001,3.0
epig,2,47,1.25891,2.0
maxent,2,0,38.1584,1.0
maxent,2,1,17.775299999999998,0.0
maxent,2,2,2.52824,0.0
maxent,2,3,5.53139,0.0
maxent,2,4,1.33216,0.0
maxent,2,5,39.785,107.5
maxent,2,6,1.5359900000000002,0.0
maxent,2,7,9.04223,0.0
maxent,2,8,1.2452400000000001,0.0
maxent,2,9,3.23552,0.0
maxent,2,10,21.0791,1.0
maxent,2,11,3.55778,0.0
maxent,2,12,1.21212,0.0
maxent,2,13,2.60703,0.0
maxent,2,14,8.27191,0.0
maxent,2,15,26.5834,2.0
maxent,2,16,2.51335,0.0
maxent,2,17,13.5034,0.0
maxent,2,18,6.8005,0.0
maxent,2,19,1.69232,0.0
maxent,2,20,31.879,3.5
maxent,2,21,1.59833,0.0
maxent,2,22,6.9883299999999995,0.0
maxent,2,23,2.60783,0.0
maxent,2,24,14.3476,0.0
maxent,2,25,31.8094,1.0
maxent,2,26,4.20443,0.0
maxent,2,27,18.2652,0.0
maxent,2,28,1.86943,0.0
maxent,2,29,6.322,0.0
maxent,2,30,10.2089,0.5
maxent,2,31,2.59358,0.0
maxent,2,32,3.13044,0.0
maxent,2,33,3.27461,0.0
maxent,2,34,2.59743,0.0
maxent,2,35,21.274900000000002,1.0
maxent,2,36,19.0427,0.0
maxent,2,37,2.5233999999999996,0.0
maxent,2,38,4.964440000000001,0.0
maxent,2,39,9.609280000000002,0.0
maxent,2,40,28.0429,1.5
maxent,2,41,1.9440899999999999,0.0
maxent,2,42,5.3106100000000005,0.0
maxent,2,43,2.10458,0.0
maxent,2,44,3.08098,0.0
maxent,2,45,23.2348,1.0
maxent,2,46,5.778650000000001,0.0
maxent,2,47,1.25891,0.0
d-optimality,2,0,38.1584,3.0
d-optimality,2,1,17.775299999999998,3.0
d-optimality,2,2,2.52824,2.0
d-optimality,2,3,5.53139,2.0
d-optimality,2,4,1.33216,2.0
d-optimality,2,5,39.785,3.0
d-optimality,2,6,1.5359900000000002,2.0
d-optimality,2,7,9.04223,3.0
d-optimality,2,8,1.2452400000000001,1.5
d-optimality,2,9,3.23552,3.0
d-optimality,2,10,21.0791,3.0
d-optimality,2,11,3.55778,2.5
d-optimality,2,12,1.21212,2.0
d-optimality,2,13,2.60703,1.5
d-optimality,2,14,8.27191,3.0
d-optimality,2,15,26.5834,3.0
d-optimality,2,16,2.51335,2.5
d-optimality,2,17,13.5034,3.0
d-optimality,2,18,6.8005,3.0
d-optimality,2,19,1.69232,2.5
d-optimality,2,20,31.879,3.0
d-optimality,2,21,1.59833,2.0
d-optimality,2,22,6.9883299999999995,3.0
d-optimality,2,23,2.60783,2.0
d-optimality,2,24,14.3476,3.0
d-optimality,2,25,31.8094,3.0
d-optimality,2,26,4.20443,2.5
d-optimality,2,27,18.2652,3.0
d-optimality,2,28,1.86943,1.5
d-optimality,2,29,6.322,2.5
d-optimality,2,30,10.2089,3.0
d-optimality,2,31,2.59358,2.5
d-optimality,2,32,3.13044,2.0
d-optimality,2,33,3.27461,1.5
d-optimality,2,34,2.59743,3.0
d-optimality,2,35,21.274900000000002,3.0
d-optimality,2,36,19.0427,3.0
d-optimality,2,37,2.5233999999999996,1.5
d-optimality,2,38,4.964440000000001,2.5
d-optimality,2,39,9.609280000000002,3.0
d-optimality,2,40,28.0429,3.0
d-optimality,2,41,1.9440899999999999,2.5
d-optimality,2,42,5.3106100000000005,3.0
d-optimality,2,43,2.10458,1.0
d-optimality,2,44,3.08098,1.5
d-optimality,2,45,23.2348,3.0
d-optimality,2,46,5.778650000000001,3.0
d-optimality,2,47,1.25891,2.0
neyman,2,0,38.1584,5.5
neyman,2,1,17.775299999999998,4.0
neyman,2,2,2.52824,1.5
neyman,2,3,5.53139,1.5
neyman,2,4,1.33216,1.5
neyman,2,5,39.785,5.5
neyman,2,6,1.5359900000000002,1.5
neyman,2,7,9.04223,2.5
neyman,2,8,1.2452400000000001,1.5
neyman,2,9,3.23552,2.0
neyman,2,10,21.0791,4.5
neyman,2,11,3.55778,2.0
neyman,2,12,1.21212,1.5
neyman,2,13,2.60703,1.5
neyman,2,14,8.27191,2.5
neyman,2,15,26.5834,5.0
neyman,2,16,2.51335,1.5
neyman,2,17,13.5034,2.5
neyman,2,18,6.8005,2.0
neyman,2,19,1.69232,1.5
neyman,2,20,31.879,5.0
neyman,2,21,1.59833,1.5
neyman,2,22,6.9883299999999995,2.5
neyman,2,23,2.60783,1.5
neyman,2,24,14.3476,3.0
neyman,2,25,31.8094,5.5
neyman,2,26,4.20443,1.5
neyman,2,27,18.2652,3.5
neyman,2,28,1.86943,1.5
neyman,2,29,6.322,1.5
neyman,2,30,10.2089,3.0
neyman,2,31,2.59358,1.5
neyman,2,32,3.13044,1.5
neyman,2,33,3.27461,1.5
neyman,2,34,2.59743,1.5
neyman,2,35,21.274900000000002,4.0
neyman,2,36,19.0427,4.0
neyman,2,37,2.5233999999999996,1.5
neyman,2,38,4.964440000000001,2.0
neyman,2,39,9.609280000000002,3.0
neyman,2,40,28.0429,4.5
neyman,2,41,1.9440899999999999,2.0
neyman,2,42,5.3106100000000005,1.5
neyman,2,43,2.10458,1.5
neyman,2,44,3.08098,1.5
neyman,2,45,23.2348,4.0
neyman,2,46,5.778650000000001,1.5
neyman,2,47,1.25891,1.5
predictive-variance,2,0,38.1584,25.0
predictive-variance,2,1,17.775299999999998,0.5
predictive-variance,2,2,2.52824,0.5
predictive-variance,2,3,5.53139,0.0
predictive-variance,2,4,1.33216,0.5
predictive-variance,2,5,39.785,25.0
predictive-variance,2,6,1.5359900000000002,0.5
predictive-variance,2,7,9.04223,0.5
predictive-variance,2,8,1.2452400000000001,0.0
predictive-variance,2,9,3.23552,0.5
predictive-variance,2,10,21.0791,25.0
predictive-variance,2,11,3.55778,0.5
predictive-variance,2,12,1.21212,0.5
predictive-variance,2,13,2.60703,0.0
predictive-variance,2,14,8.27191,0.5
predictive-variance,2,15,26.5834,25.0
predictive-variance,2,16,2.51335,0.5
predictive-variance,2,17,13.5034,0.5
predictive-variance,2,18,6.8005,0.0
predictive-variance,2,19,1.69232,0.5
predictive-variance,2,20,31.879,1.0
predictive-variance,2,21,1.59833,0.5
predictive-variance,2,22,6.9883299999999995,0.5
predictive-variance,2,23,2.60783,0.0
predictive-variance,2,24,14.3476,0.5
predictive-variance,2,25,31.8094,1.0
predictive-variance,2,26,4.20443,0.5
predictive-variance,2,27,18.2652,0.5
predictive-variance,2,28,1.86943,0.0
predictive-variance,2,29,6.322,0.5
predictive-variance,2,30,10.2089,0.5
predictive-variance,2,31,2.59358,0.5
predictive-variance,2,32,3.13044,0.5
predictive-variance,2,33,3.27461,0.0
predictive-variance,2,34,2.59743,0.5
predictive-variance,2,35,21.274900000000002,1.0
predictive-variance,2,36,19.0427,0.5
predictive-variance,2,37,2.5233999999999996,0.5
predictive-variance,2,38,4.964440000000001,0.0
predictive-variance,2,39,9.609280000000002,0.5
predictive-variance,2,40,28.0429,1.0
predictive-variance,2,41,1.9440899999999999,0.5
predictive-variance,2,42,5.3106100000000005,0.5
predictive-variance,2,43,2.10458,0.0
predictive-variance,2,44,3.08098,0.5
predictive-variance,2,45,23.2348,1.0
predictive-variance,2,46,5.778650000000001,0.5
predictive-variance,2,47,1.25891,0.5
epistemic,2,0,38.1584,25.0
epistemic,2,1,17.775299999999998,0.5
epistemic,2,2,2.52824,0.5
epistemic,2,3,5.53139,0.0
epistemic,2,4,1.33216,0.5
epistemic,2,5,39.785,25.0
epistemic,2,6,1.5359900000000002,0.5
epistemic,2,7,9.04223,0.5
epistemic,2,8,1.2452400000000001,0.0
epistemic,2,9,3.23552,0.5
epistemic,2,10,21.0791,25.0
epistemic,2,11,3.55778,0.5
epistemic,2,12,1.21212,0.5
epistemic,2,13,2.60703,0.0
epistemic,2,14,8.27191,0.5
